,Weight
4140,20.665
4141,20.617
4142,20.417
4143,20.397
4144,20.475
4145,20.777
4146,20.331
4147,20.544
4148,20.441
4149,20.552
4150,20.29
4151,20.418
4152,20.498
4153,20.572
4154,20.45
4155,20.974
4156,20.641
4157,20.73
4158,20.576
4159,20.407
4160,20.663
4161,20.129
4162,20.486
4163,20.67
4164,19.815
4165,20.78
4166,20.721
4167,20.597
4168,20.468
4169,20.486
4170,20.356
4171,20.565
4172,20.151
4173,20.587
4174,20.657
4175,20.279
4176,20.454
4177,20.687
4178,20.608
4179,20.568
4180,20.637
4181,20.43
4182,20.221
4183,20.447
4184,20.341
4185,20.498
4186,20.739
4187,20.293
4188,20.3
4189,20.81
4190,19.9
4191,20.571
4192,20.58
4193,20.275
4194,20.597
4195,20.744
4196,20.636
4197,20.08
4198,20.413
4199,20.507
4200,20.621
4201,20.788
4202,20.974
4203,20.661
4204,20.865
4205,20.522
4206,20.513
4207,20.675
4208,20.566
4209,20.536
4210,20.684
4211,20.497
4212,20.633
4213,20.138
4214,20.806
4215,20.626
4216,20.783
4217,20.686
4218,20.571
4219,20.475
4220,20.377
4221,20.483
4222,20.318
4223,20.699
4224,20.657
4225,20.597
4226,20.65
4227,20.563
4228,20.64
4229,20.645
4230,20.564
4231,20.517
4232,20.459
4233,20.357
4234,20.889
4235,20.708
4236,20.477
4237,20.835
4238,19.999
4239,20.371
4240,20.531
4241,20.186
4242,20.221
4243,20.678
4244,20.601
4245,20.739
4246,20.301
4247,20.381
4248,20.281
4249,20.403
4250,20.694
4251,20.569
4252,20.257
4253,20.57
4254,20.746
4255,20.193
4256,20.073
4257,20.466
4258,20.659
4259,20.244
4260,20.926
4261,20.505
4262,20.847
4263,20.428
4264,20.782
4265,20.465
4266,20.433
4267,20.503
4268,20.586
4269,20.581
4270,20.326
4271,20.689
4272,20.468
4273,20.705
4274,20.181
4275,20.28
4276,20.331
4277,20.415
4278,20.62
4279,20.412
4280,20.302
4281,20.405
4282,20.588
4283,20.424
4284,21.006
4285,20.661
4286,20.431
4287,20.706
4288,20.886
4289,20.639
4290,20.674
4291,20.406
4292,20.593
4293,20.635
4294,20.211
4295,20.04
4296,20.462
4297,20.319
4298,20.445
4299,20.428
4300,20.173
4301,20.535
4302,20.544
4303,20.37
4304,20.373
4305,20.297
4306,20.418
4307,20.776
4308,20.297
4309,20.872
4310,20.29
4311,20.562
4312,20.213
4313,20.699
4314,20.438
4315,20.297
4316,20.499
4317,20.459
4318,20.436
4319,20.291
4320,20.182
4321,20.608
4322,20.833
4323,20.322
4324,20.437
4325,20.291
4326,20.363
4327,20.773
4328,20.759
4329,20.691
4330,20.389
4331,20.777
4332,20.412
4333,20.645
4334,20.346
4335,20.606
4336,20.695
4337,20.713
4338,20.534
4339,20.506
4340,20.625
4341,20.51
4342,20.481
4343,20.385
4344,20.63
4345,20.523
4346,20.347
4347,20.504
4348,20.497
4349,20.314
4350,20.341
4351,20.404
4352,20.474
4353,20.903
4354,20.431
4355,20.508
4356,20.741
4357,20.508
4358,20.386
4359,20.757
4360,20.251
4361,20.429
4362,20.418
4363,20.547
4364,20.507
4365,20.487
4366,20.582
4367,20.618
4368,20.62
4369,20.489
4370,20.448
4371,20.326
4372,20.442
4373,20.74
4374,20.36
4375,20.702
4376,20.672
4377,20.636
4378,20.498
4379,20.651
4380,20.269
4381,20.723
4382,20.612
4383,20.261
4384,20.257
4385,20.801
4386,20.348
4387,20.115
4388,20.396
4389,20.687
4390,20.51
4391,20.339
4392,20.537
4393,20.461
4394,20.712
4395,20.61
4396,20.743
4397,20.215
4398,21.036
4399,20.384
4400,20.389
4401,20.338
4402,20.512
4403,20.272
4404,20.703
4405,20.254
4406,20.545
4407,20.365
4408,20.599
4409,20.467
4410,20.512
4411,20.354
4412,20.684
4413,20.478
4414,20.353
4415,20.613
4416,20.665
4417,20.544
4418,20.626
4419,20.419
4420,21.022
4421,20.334
4422,20.688
4423,20.493
4424,20.558
4425,20.406
4426,20.313
4427,20.495
4428,20.102
4429,20.263
4430,20.715
4431,20.635
4432,20.583
4433,20.745
4434,20.588
4435,20.447
4436,20.271
4437,20.449
4438,20.284
4439,20.705
4440,20.552
4441,20.347
4442,20.586
4443,20.188
4444,20.392
4445,20.192
4446,20.585
4447,20.597
4448,20.105
4449,20.554
4450,20.286
4451,21.038
4452,20.564
4453,20.802
4454,20.551
4455,20.656
4456,20.412
4457,20.03
4458,20.589
4459,20.208
4460,20.648
4461,20.392
4462,20.451
4463,20.766
4464,20.641
4465,20.079
4466,20.546
4467,20.913
4468,20.513
4469,20.263
4470,20.186
4471,20.445
4472,20.515
4473,20.452
4474,20.399
4475,20.419
4476,20.518
4477,20.849
4478,20.466
4479,20.059
4480,20.25
4481,20.406
4482,20.612
4483,20.462
4484,20.272
4485,20.478
4486,20.65
4487,20.526
4488,20.55
4489,20.252
4490,20.634
4491,20.496
4492,20.372
4493,20.48
4494,20.407
4495,20.808
4496,20.385
4497,20.634
4498,20.21
4499,20.651
4500,20.562
4501,20.655
4502,20.15
4503,20.154
4504,20.359
4505,20.786
4506,20.721
4507,20.209
4508,20.682
4509,20.541
4510,20.495
4511,20.221
4512,20.273
4513,20.61
4514,20.634
4515,20.883
4516,20.616
4517,20.432
4518,20.675
4519,20.584
4520,20.216
4521,20.741
4522,20.7
4523,20.602
4524,20.768
4525,20.563
4526,20.69
4527,20.465
4528,20.611
4529,20.748
4530,20.803
4531,20.538
4532,20.379
4533,20.197
4534,20.403
4535,20.431
4536,20.387
4537,20.439
4538,20.665
4539,20.293
4540,20.602
4541,20.508
4542,20.408
4543,20.596
4544,20.86
4545,20.456
4546,20.542
4547,20.744
4548,20.758
4549,20.459
4550,20.604
4551,20.439
4552,20.338
4553,20.379
4554,20.457
4555,20.518
4556,20.455
4557,20.834
4558,20.593
4559,20.44
4560,20.398
4561,20.778
4562,20.103
4563,20.226
4564,20.56
4565,20.667
4566,20.571
4567,20.415
4568,21.03
4569,20.128
4570,20.538
4571,20.439
4572,19.866
4573,20.504
4574,20.828
4575,20.094
4576,20.373
4577,20.62
4578,20.542
4579,20.413
4580,20.476
4581,20.509
4582,20.873
4583,20.441
4584,20.342
4585,20.71
4586,20.867
4587,20.647
4588,20.628
4589,20.647
4590,20.297
4591,20.327
4592,20.25
4593,20.822
4594,20.346
4595,20.773
4596,20.217
4597,20.867
4598,20.398
4599,20.412
4600,20.492
4601,20.66
4602,20.616
4603,20.486
4604,20.71
4605,20.478
4606,20.776
4607,20.603
4608,20.48
4609,20.551
4610,20.287
4611,20.43
4612,20.468
4613,20.623
4614,20.59
4615,20.637
4616,20.24
4617,20.721
4618,20.113
4619,20.192
4620,20.294
4621,20.526
4622,20.205
4623,20.59
4624,20.808
4625,20.64
4626,20.468
4627,20.539
4628,20.427
4629,20.614
4630,20.279
4631,20.28
4632,20.574
4633,20.345
4634,20.649
4635,20.16
4636,20.576
4637,20.46
4638,20.396
4639,20.62
4640,20.646
4641,20.575
4642,20.599
4643,20.831
4644,20.327
4645,20.382
4646,20.45
4647,20.911
4648,20.572
4649,20.338
4650,20.295
4651,20.924
4652,20.323
4653,20.805
4654,20.647
4655,20.152
4656,20.453
4657,20.66
4658,20.558
4659,20.499
4660,20.469
4661,20.419
4662,20.489
4663,20.817
4664,20.294
4665,20.525
4666,20.4
4667,20.562
4668,20.201
4669,20.556
4670,20.616
4671,20.512
4672,20.317
4673,20.269
4674,20.593
4675,20.884
4676,20.423
4677,20.518
4678,20.378
4679,20.842
4680,20.456
4681,20.467
4682,20.808
4683,20.034
4684,20.586
4685,20.613
4686,20.271
4687,20.773
4688,20.753
4689,20.275
4690,20.621
4691,19.948
4692,20.543
4693,20.397
4694,20.347
4695,20.424
4696,20.48
4697,20.582
4698,20.802
4699,20.567
4700,20.203
4701,20.448
4702,20.4
4703,20.776
4704,20.488
4705,20.838
4706,20.553
4707,20.338
4708,20.676
4709,20.146
4710,20.797
4711,20.932
4712,20.64
4713,20.636
4714,19.955
4715,20.513
4716,20.598
4717,20.691
4718,20.526
4719,20.407
4720,20.538
4721,20.516
4722,20.656
4723,20.411
4724,20.42
4725,20.337
4726,20.655
4727,20.43
4728,20.676
4729,20.23
4730,20.389
4731,20.456
4732,20.75
4733,20.4
4734,20.63
4735,20.278
4736,20.341
4737,20.614
4738,20.937
4739,20.421
4740,20.643
4741,20.488
4742,20.532
4743,20.649
4744,20.672
4745,20.114
4746,19.938
4747,20.682
4748,20.57
4749,20.445
4750,20.93
4751,20.602
4752,20.446
4753,20.448
4754,20.679
4755,20.558
4756,20.522
4757,20.688
4758,20.245
4759,20.444
4760,20.346
4761,20.118
4762,20.154
4763,20.335
4764,20.201
4765,20.101
4766,20.35
4767,20.678
4768,20.623
4769,20.571
4770,20.435
4771,20.91
4772,20.591
4773,20.601
4774,20.734
4775,20.465
4776,20.482
4777,20.655
4778,20.561
4779,20.227
4780,20.311
4781,20.581
4782,20.748
4783,20.733
4784,20.216
4785,20.66
4786,20.747
4787,20.766
4788,20.39
4789,20.222
4790,20.583
4791,20.364
4792,20.495
4793,20.412
4794,20.748
4795,20.301
4796,20.445
4797,20.439
4798,20.498
4799,21.07
4800,20.291
4801,20.557
4802,20.424
4803,20.556
4804,20.392
4805,20.602
4806,20.267
4807,20.491
4808,20.463
4809,20.327
4810,20.537
4811,20.464
4812,20.361
4813,20.153
4814,20.382
4815,20.26
4816,20.285
4817,20.459
4818,20.257
4819,20.304
4820,20.905
4821,20.181
4822,20.484
4823,20.302
4824,20.331
4825,20.499
4826,20.536
4827,20.412
4828,20.833
4829,20.436
4830,20.682
4831,20.281
4832,20.432
4833,20.319
4834,20.517
4835,20.573
4836,20.579
4837,20.57
4838,20.199
4839,20.707
4840,20.303
4841,20.239
4842,20.555
4843,20.712
4844,20.209
4845,20.264
4846,20.59
4847,20.187
4848,20.73
4849,20.586
4850,20.554
4851,20.358
4852,20.381
4853,20.923
4854,20.196
4855,20.64
4856,20.612
4857,20.602
4858,20.703
4859,20.592
4860,20.26
4861,20.297
4862,20.973
4863,20.228
4864,20.206
4865,20.526
4866,20.534
4867,20.444
4868,20.195
4869,20.695
4870,20.085
4871,20.725
4872,20.788
4873,20.916
4874,20.502
4875,20.383
4876,20.308
4877,20.56
4878,20.286
4879,20.646
4880,20.424
4881,20.529
4882,20.518
4883,20.759
4884,20.278
4885,20.369
4886,20.51
4887,20.208
4888,20.311
4889,20.63
4890,20.502
4891,20.206
4892,20.514
4893,20.127
4894,20.419
4895,20.254
4896,20.619
4897,20.538
4898,20.275
4899,20.21
4900,20.262
4901,20.641
4902,20.68
4903,20.382
4904,20.635
4905,21.016
4906,20.207
4907,20.511
4908,20.406
4909,20.462
4910,20.383
4911,20.609
4912,20.464
4913,20.654
4914,20.237
4915,20.686
4916,20.66
4917,20.463
4918,20.469
4919,20.524
4920,20.502
4921,20.256
4922,20.436
4923,20.385
4924,20.266
4925,20.482
4926,20.626
4927,20.728
4928,20.536
4929,20.646
4930,20.791
4931,20.68
4932,20.599
4933,20.145
4934,20.689
4935,20.345
4936,20.477
4937,20.812
4938,20.292
4939,20.4
4940,20.548
4941,20.539
4942,20.34
4943,20.635
4944,20.629
4945,20.59
4946,20.502
4947,20.542
4948,20.637
4949,20.33
4950,20.838
4951,20.128
4952,20.457
4953,20.803
4954,20.404
4955,20.976
4956,20.248
4957,20.212
4958,20.53
4959,20.475
4960,20.571
4961,20.395
4962,20.605
4963,20.577
4964,20.802
4965,20.477
4966,20.832
4967,20.363
4968,20.567
4969,20.382
4970,20.557
4971,20.38
4972,20.42
4973,20.381
4974,20.549
4975,20.31
4976,20.607
4977,20.358
4978,20.09
4979,20.584
4980,20.688
4981,20.465
4982,20.624
4983,20.653
4984,20.445
4985,19.841
4986,20.341
4987,20.658
4988,20.869
4989,20.57
4990,20.628
4991,20.409
4992,20.625
4993,21.147
4994,20.345
4995,20.506
4996,20.389
4997,20.824
4998,20.561
4999,20.404
5000,20.583
5001,20.265
5002,20.429
5003,20.845
5004,20.333
5005,20.729
5006,20.562
5007,20.581
5008,20.509
5009,20.275
5010,20.795
5011,20.478
5012,20.222
5013,20.289
5014,20.872
5015,20.473
5016,20.607
5017,20.636
5018,20.941
5019,20.298
5020,20.492
5021,20.225
5022,20.621
5023,20.439
5024,20.474
5025,20.421
5026,20.387
5027,20.364
5028,20.487
5029,20.558
5030,20.664
5031,20.66
5032,20.607
5033,20.359
5034,20.414
5035,20.671
5036,20.219
5037,20.735
5038,20.016
5039,20.393
5040,20.302
5041,20.581
5042,20.525
5043,20.371
5044,20.736
5045,20.507
5046,20.445
5047,20.25
5048,20.449
5049,20.387
5050,20.543
5051,20.502
5052,20.61
5053,20.502
5054,20.506
5055,20.772
5056,20.293
5057,20.491
5058,20.626
5059,20.554
5060,20.493
5061,20.608
5062,20.868
5063,20.469
5064,20.604
5065,20.201
5066,20.497
5067,20.305
5068,20.312
5069,20.855
5070,20.0
5071,20.543
5072,20.448
5073,20.659
5074,20.353
5075,20.381
5076,20.719
5077,20.723
5078,20.371
5079,20.35
5080,20.402
5081,20.43
5082,21.001
5083,20.275
5084,20.901
5085,20.285
5086,20.554
5087,20.562
5088,20.989
5089,20.331
5090,20.465
5091,20.362
5092,20.554
5093,20.567
5094,20.305
5095,20.469
5096,20.433
5097,20.596
5098,20.699
5099,20.394
5100,20.845
5101,20.814
5102,20.449
5103,20.462
5104,20.645
5105,20.286
5106,20.424
5107,20.558
5108,20.826
5109,20.601
5110,20.43
5111,20.599
5112,20.176
5113,20.446
5114,20.347
5115,20.365
5116,20.762
5117,20.447
5118,20.194
5119,20.556
5120,20.765
5121,20.831
5122,20.375
5123,20.62
5124,20.447
5125,20.838
5126,20.816
5127,20.435
5128,20.343
5129,20.693
5130,20.449
5131,20.434
5132,20.324
5133,20.667
5134,20.5
5135,20.273
5136,20.547
5137,19.971
5138,20.408
5139,20.39
5140,20.418
5141,20.568
5142,20.107
5143,20.654
5144,20.069
5145,20.473
5146,20.405
5147,20.904
5148,20.444
5149,20.687
5150,20.479
5151,20.445
5152,20.555
5153,20.703
5154,20.31
5155,20.509
5156,20.604
5157,20.448
5158,20.443
5159,20.351
5160,20.513
5161,20.766
5162,20.355
5163,20.474
5164,20.766
5165,20.585
5166,20.297
5167,20.453
5168,20.911
5169,20.4
5170,20.545
5171,20.352
5172,20.511
5173,20.493
5174,20.239
5175,20.323
5176,20.437
5177,20.362
5178,20.424
5179,20.417
5180,20.556
5181,20.285
5182,20.761
5183,20.741
5184,20.546
5185,20.574
5186,20.248
5187,21.056
5188,20.57
5189,20.697
5190,20.264
5191,20.45
5192,20.431
5193,20.86
5194,20.467
5195,20.506
5196,20.466
5197,20.696
5198,20.628
5199,20.441
5200,20.68
5201,20.575
5202,20.562
5203,20.37
5204,20.371
5205,20.338
5206,20.853
5207,20.055
5208,20.233
5209,20.311
5210,20.467
5211,20.374
5212,20.111
5213,20.342
5214,20.153
5215,20.457
5216,20.278
5217,20.647
5218,20.175
5219,20.472
5220,20.561
5221,20.399
5222,20.386
5223,20.6
5224,20.539
5225,20.611
5226,20.266
5227,20.472
5228,20.431
5229,20.639
5230,20.302
5231,20.543
5232,20.645
5233,20.374
5234,20.793
5235,20.254
5236,20.549
5237,20.77
5238,20.518
5239,20.641
5240,20.753
5241,20.375
5242,20.606
5243,20.544
5244,20.439
5245,20.207
5246,20.158
5247,20.611
5248,20.391
5249,20.393
5250,20.145
5251,20.166
5252,20.413
5253,21.042
5254,20.534
5255,20.4
5256,20.664
5257,20.505
5258,20.475
5259,20.13
5260,20.543
5261,20.128
5262,20.714
5263,20.823
5264,20.383
5265,20.206
5266,20.159
5267,20.462
5268,20.719
5269,20.718
5270,20.375
5271,20.415
5272,20.402
5273,20.344
5274,20.409
5275,20.174
5276,20.602
5277,20.748
5278,20.559
5279,20.768
5280,20.764
5281,20.849
5282,20.258
5283,20.757
5284,20.63
5285,20.366
5286,20.316
5287,20.719
5288,20.461
5289,20.443
5290,20.552
5291,20.886
5292,20.37
5293,20.46
5294,20.668
5295,20.673
5296,20.544
5297,20.564
5298,20.518
5299,20.637
5300,20.586
5301,20.492
5302,20.276
5303,20.19
5304,20.571
5305,20.438
5306,20.501
5307,20.399
5308,20.38
5309,20.07
5310,20.978
5311,20.528
5312,20.549
5313,20.289
5314,20.429
5315,19.97
5316,20.242
5317,20.538
5318,20.717
5319,20.437
5320,20.579
5321,20.095
5322,20.668
5323,20.724
5324,20.688
5325,20.698
5326,20.495
5327,20.772
5328,20.604
5329,20.286
5330,19.988
5331,20.523
5332,20.752
5333,20.428
5334,20.571
5335,20.58
5336,20.843
5337,20.638
5338,20.483
5339,20.764
5340,20.606
5341,20.805
5342,20.81
5343,20.55
5344,20.644
5345,20.758
5346,20.751
5347,20.374
5348,20.798
5349,20.563
5350,20.745
5351,20.379
5352,20.48
5353,20.631
5354,20.386
5355,20.349
5356,20.082
5357,20.429
5358,20.846
5359,20.458
5360,20.452
5361,20.499
5362,20.218
5363,20.304
5364,20.619
5365,20.348
5366,20.689
5367,20.366
5368,20.273
5369,20.014
5370,20.49
5371,20.402
5372,20.705
5373,20.398
5374,20.64
5375,20.445
5376,20.547
5377,20.791
5378,20.718
5379,20.497
5380,20.18
5381,20.342
5382,20.207
5383,20.443
5384,20.549
5385,20.523
5386,20.416
5387,20.48
5388,20.699
5389,20.342
5390,20.648
5391,20.734
5392,20.386
5393,20.346
5394,20.46
5395,20.727
5396,20.552
5397,20.879
5398,20.379
5399,20.44
5400,20.667
5401,20.478
5402,20.696
5403,20.748
5404,20.712
5405,20.791
5406,20.38
5407,20.605
5408,20.163
5409,20.541
5410,20.469
5411,20.455
5412,20.53
5413,20.405
5414,20.63
5415,20.844
5416,20.547
5417,20.209
5418,20.376
5419,20.747
5420,20.54
5421,20.658
5422,20.091
5423,20.373
5424,20.597
5425,20.499
5426,20.618
5427,20.701
5428,20.374
5429,20.576
5430,20.211
5431,20.958
5432,20.444
5433,20.214
5434,20.719
5435,20.78
5436,20.298
5437,20.646
5438,20.709
5439,20.599
5440,20.724
5441,20.732
5442,20.694
5443,20.573
5444,20.684
5445,20.186
5446,20.648
5447,20.565
5448,20.648
5449,20.566
5450,20.458
5451,20.633
5452,20.673
5453,20.558
5454,20.415
5455,20.81
5456,20.634
5457,20.308
5458,20.61
5459,20.297
5460,20.62
5461,20.481
5462,20.723
5463,20.46
5464,20.257
5465,20.499
5466,20.775
5467,20.537
5468,20.48
5469,20.821
5470,20.439
5471,20.803
5472,20.545
5473,20.493
5474,20.387
5475,20.616
5476,20.497
5477,20.618
5478,20.529
5479,20.474
5480,20.347
5481,20.314
5482,20.299
5483,20.3
5484,20.435
5485,20.448
5486,20.726
5487,20.598
5488,20.444
5489,20.625
5490,20.277
5491,20.663
5492,20.385
5493,20.65
5494,20.681
5495,20.466
5496,20.83
5497,20.03
5498,20.44
5499,20.814
5500,20.64
5501,20.626
5502,20.386
5503,20.459
5504,20.506
5505,20.624
5506,20.2
5507,20.216
5508,20.508
5509,20.634
5510,20.13
5511,20.731
5512,20.688
5513,20.409
5514,20.748
5515,20.308
5516,20.454
5517,20.962
5518,20.405
5519,20.599
5520,20.399
5521,20.421
5522,20.656
5523,20.575
5524,20.506
5525,20.245
5526,20.561
5527,20.319
5528,20.591
5529,20.527
5530,20.594
5531,20.07
5532,20.408
5533,20.536
5534,20.508
5535,20.513
5536,20.623
5537,20.551
5538,20.489
5539,20.196
5540,20.248
5541,20.625
5542,20.581
5543,20.653
5544,20.362
5545,20.423
5546,20.183
5547,20.616
5548,20.411
5549,20.45
5550,20.75
5551,20.519
5552,20.909
5553,20.681
5554,20.488
5555,20.508
5556,20.378
5557,20.264
5558,20.502
5559,20.358
5560,20.694
5561,20.623
5562,20.374
5563,20.602
5564,20.61
5565,20.146
5566,20.532
5567,20.172
5568,20.256
5569,20.622
5570,20.709
5571,20.792
5572,20.64
5573,20.464
5574,20.463
5575,20.46
5576,20.775
5577,20.317
5578,20.261
5579,20.585
5580,20.689
5581,20.667
5582,20.424
5583,20.35
5584,20.588
5585,20.558
5586,20.189
5587,20.244
5588,20.606
5589,20.58
5590,20.351
5591,20.537
5592,20.642
5593,20.665
5594,20.557
5595,20.656
5596,20.636
5597,20.738
5598,20.47
5599,20.326
5600,20.4
5601,20.456
5602,20.527
5603,20.687
5604,20.371
5605,20.63
5606,20.721
5607,20.49
5608,20.194
5609,20.448
5610,20.534
5611,20.641
5612,20.735
5613,20.502
5614,20.894
5615,20.301
5616,20.459
5617,20.716
5618,20.458
5619,20.05
5620,20.349
5621,20.605
5622,20.222
5623,20.534
5624,20.533
5625,20.584
5626,20.358
5627,20.972
5628,20.533
5629,19.994
5630,20.604
5631,20.528
5632,20.637
5633,20.553
5634,20.912
5635,20.682
5636,20.587
5637,20.629
5638,20.12
5639,20.15
5640,20.598
5641,20.361
5642,20.814
5643,20.59
5644,20.631
5645,21.02
5646,20.538
5647,20.289
5648,20.174
5649,20.415
5650,20.478
5651,20.646
5652,20.522
5653,20.446
5654,20.744
5655,19.968
5656,20.289
5657,20.755
5658,20.598
5659,20.807
5660,20.526
5661,20.481
5662,20.458
5663,20.297
5664,20.583
5665,20.767
5666,20.529
5667,20.732
5668,20.411
5669,20.573
5670,20.502
5671,20.545
5672,20.539
5673,20.558
5674,20.666
5675,20.884
5676,20.846
5677,20.767
5678,20.5
5679,20.449
5680,20.31
5681,20.487
5682,20.267
5683,20.658
5684,20.571
5685,20.14
5686,21.123
5687,20.213
5688,20.311
5689,20.622
5690,20.517
5691,20.29
5692,20.442
5693,20.484
5694,20.334
5695,20.453
5696,20.116
5697,20.547
5698,20.63
5699,20.731
5700,20.719
5701,20.687
5702,20.454
5703,20.092
5704,20.392
5705,20.194
5706,20.619
5707,20.28
5708,20.418
5709,20.138
5710,20.562
5711,20.521
5712,20.305
5713,20.433
5714,20.443
5715,20.448
5716,20.653
5717,20.222
5718,20.394
5719,20.439
5720,20.249
5721,20.141
5722,20.441
5723,20.165
5724,20.125
5725,20.444
5726,20.332
5727,20.28
5728,20.565
5729,20.538
5730,20.115
5731,20.549
5732,20.317
5733,20.687
5734,20.446
5735,20.57
5736,20.323
5737,20.668
5738,20.42
5739,20.523
5740,21.004
5741,20.408
5742,20.424
5743,20.552
5744,20.331
5745,20.648
5746,20.37
5747,20.697
5748,20.503
5749,20.287
5750,20.333
5751,20.784
5752,20.316
5753,20.426
5754,20.732
5755,20.893
5756,20.62
5757,20.638
5758,20.223
5759,20.536
5760,20.089
5761,20.466
5762,20.796
5763,20.622
5764,20.482
5765,20.411
5766,20.571
5767,20.288
5768,20.441
5769,20.598
5770,20.404
5771,20.495
5772,20.395
5773,20.728
5774,20.564
5775,20.05
5776,20.347
5777,20.218
5778,20.648
5779,20.363
5780,20.578
5781,20.957
5782,20.58
5783,20.256
5784,20.456
5785,20.738
5786,20.595
5787,20.312
5788,21.008
5789,20.362
5790,20.179
5791,20.425
5792,20.522
5793,20.447
5794,19.989
5795,20.719
5796,20.32
5797,20.319
5798,20.714
5799,20.581
5800,20.665
5801,20.367
5802,20.405
5803,20.307
5804,20.781
5805,20.826
5806,20.775
5807,20.558
5808,20.86
5809,20.428
5810,20.974
5811,20.588
5812,20.408
5813,20.521
5814,20.281
5815,20.645
5816,20.555
5817,20.483
5818,20.499
5819,20.662
5820,20.572
5821,20.603
5822,20.707
5823,20.511
5824,20.406
5825,20.427
5826,20.695
5827,20.501
5828,20.232
5829,20.445
5830,20.391
5831,20.602
5832,20.254
5833,20.587
5834,20.203
5835,20.592
5836,20.669
5837,20.86
5838,20.346
5839,20.578
5840,20.805
5841,20.409
5842,20.089
5843,20.195
5844,20.765
5845,20.736
5846,20.58
5847,20.25
5848,20.422
5849,20.557
5850,20.187
5851,20.738
5852,20.635
5853,20.251
5854,20.627
5855,20.515
5856,20.364
5857,20.716
5858,20.132
5859,20.175
5860,20.339
5861,20.255
5862,20.615
5863,20.319
5864,20.668
5865,20.649
5866,20.404
5867,20.118
5868,20.307
5869,20.496
5870,20.214
5871,20.653
5872,20.465
5873,20.424
5874,20.943
5875,20.387
5876,20.218
5877,20.362
5878,20.636
5879,20.643
5880,20.968
5881,20.491
5882,20.271
5883,20.455
5884,20.598
5885,20.563
5886,20.507
5887,20.352
5888,20.062
5889,20.251
5890,20.363
5891,20.687
5892,20.715
5893,20.58
5894,20.47
5895,20.477
5896,20.264
5897,20.175
5898,20.698
5899,20.279
5900,20.514
5901,20.373
5902,20.522
5903,20.179
5904,20.51
5905,20.485
5906,20.176
5907,20.246
5908,20.661
5909,20.115
5910,20.499
5911,20.649
5912,20.595
5913,20.752
5914,20.497
5915,20.359
5916,20.248
5917,20.529
5918,20.504
5919,20.741
5920,20.219
5921,20.836
5922,20.293
5923,20.15
5924,20.565
5925,20.499
5926,20.394
5927,20.364
5928,20.245
5929,20.581
5930,20.473
5931,20.682
5932,20.587
5933,20.302
5934,20.345
5935,20.818
5936,20.19
5937,20.429
5938,20.455
5939,20.32
5940,20.379
5941,20.651
5942,20.498
5943,20.537
5944,20.421
5945,20.412
5946,20.952
5947,20.289
5948,20.789
5949,20.432
5950,20.542
5951,20.305
5952,20.6
5953,20.774
5954,20.478
5955,20.685
5956,20.444
5957,20.374
5958,20.581
5959,20.61
5960,20.532
5961,20.443
5962,20.905
5963,20.671
5964,20.583
5965,20.35
5966,20.351
5967,20.406
5968,20.598
5969,20.435
5970,20.386
5971,20.257
5972,20.155
5973,20.327
5974,20.734
5975,20.072
5976,20.601
5977,20.77
5978,20.482
5979,20.674
5980,20.43
5981,20.59
5982,20.273
5983,20.285
5984,20.731
5985,20.302
5986,20.756
5987,20.335
5988,20.397
5989,20.628
5990,20.458
5991,20.442
5992,20.245
5993,20.608
5994,20.401
5995,20.62
5996,20.711
5997,20.581
5998,20.351
5999,20.477
6000,20.682
6001,20.499
6002,20.795
6003,20.434
6004,20.751
6005,20.29
6006,20.403
6007,20.425
6008,20.335
6009,20.465
6010,20.678
6011,20.677
6012,20.766
6013,20.368
6014,20.201
6015,20.393
6016,20.47
6017,20.51
6018,20.368
6019,20.268
6020,20.671
6021,20.717
6022,20.049
6023,20.357
6024,20.236
6025,20.62
6026,20.419
6027,20.268
6028,20.736
6029,20.673
6030,20.453
6031,20.146
6032,20.577
6033,20.447
6034,20.567
6035,20.422
6036,20.768
6037,20.577
6038,21.019
6039,20.364
6040,20.296
6041,20.412
6042,20.831
6043,20.578
6044,20.414
6045,20.149
6046,20.712
6047,20.509
6048,20.886
6049,20.485
6050,20.407
6051,20.461
6052,20.555
6053,20.62
6054,20.45
6055,20.565
6056,20.604
6057,20.344
6058,20.04
6059,20.471
6060,20.58
6061,20.322
6062,20.494
6063,20.299
6064,20.305
6065,20.436
6066,20.61
6067,20.42
6068,20.471
6069,20.733
6070,20.579
6071,20.645
6072,20.545
6073,20.611
6074,20.691
6075,20.619
6076,20.601
6077,20.262
6078,20.489
6079,20.24
6080,20.704
6081,20.297
6082,20.801
6083,20.71
6084,20.616
6085,20.544
6086,20.218
6087,20.41
6088,20.716
6089,20.557
6090,20.385
6091,20.131
6092,20.435
6093,20.481
6094,20.616
6095,20.401
6096,20.267
6097,20.45
6098,20.505
6099,20.531
6100,20.28
6101,20.302
6102,20.523
6103,20.437
6104,20.419
6105,20.411
6106,20.465
6107,20.415
6108,20.408
6109,20.624
6110,20.476
6111,20.626
6112,20.339
6113,20.432
6114,20.842
6115,20.206
6116,20.456
6117,20.709
6118,20.206
6119,20.504
6120,20.393
6121,20.979
6122,20.295
6123,20.296
6124,20.503
6125,20.477
6126,20.74
6127,20.448
6128,20.197
6129,20.244
6130,20.457
6131,20.252
6132,20.767
6133,20.942
6134,20.481
6135,20.857
6136,20.111
6137,20.547
6138,20.646
